eval,current_sil,best_sil
1,0.251563444090448,0.251563444090448
2,0.23754027171897046,0.251563444090448
3,0.2898128533353119,0.2898128533353119
4,0.3135902402573694,0.3135902402573694
5,0.3135902402573694,0.3135902402573694
6,0.3007218952913525,0.3135902402573694
7,0.3087592565271922,0.3135902402573694
8,0.31483598564931253,0.31483598564931253
9,0.35693805285281693,0.35693805285281693
10,0.3524576402774241,0.35693805285281693
11,0.34340089865319157,0.35693805285281693
12,0.3740489951789383,0.3740489951789383
13,0.3830351410595368,0.3830351410595368
14,0.32325369435852613,0.3830351410595368
15,0.330786197841062,0.3830351410595368
16,0.32852951275616327,0.3830351410595368
17,0.39244337065967283,0.39244337065967283
18,0.38999010228508463,0.39244337065967283
19,0.3855335720967195,0.39244337065967283
20,0.3918489122833331,0.39244337065967283
21,0.3918489122833331,0.39244337065967283
22,0.397774769402779,0.397774769402779
23,0.4011857667271334,0.4011857667271334
24,0.4011857667271334,0.4011857667271334
25,0.4011857667271334,0.4011857667271334
26,0.4051495235165371,0.4051495235165371
27,0.36916376267370105,0.4051495235165371
28,0.36916376267370105,0.4051495235165371
29,0.36916376267370105,0.4051495235165371
30,0.3086914616597071,0.4051495235165371
31,0.3086914616597071,0.4051495235165371
32,0.3086914616597071,0.4051495235165371
33,0.3079061294799618,0.4051495235165371
34,0.3117610701118967,0.4051495235165371
35,0.31011165652472483,0.4051495235165371
36,0.2967560078255141,0.4051495235165371
37,0.3040923802990904,0.4051495235165371
38,0.3316818463959157,0.4051495235165371
39,0.33558953101988964,0.4051495235165371
40,0.33558953101988964,0.4051495235165371
41,0.33558953101988964,0.4051495235165371
42,0.34762022368831513,0.4051495235165371
43,0.31981649649302313,0.4051495235165371
44,0.31981649649302313,0.4051495235165371
45,0.32685099669265383,0.4051495235165371
46,0.3320358887117874,0.4051495235165371
47,0.3320358887117874,0.4051495235165371
48,0.3320358887117874,0.4051495235165371
49,0.3319398218445311,0.4051495235165371
50,0.3305357837617844,0.4051495235165371
51,0.3305357837617844,0.4051495235165371
52,0.35226036431430435,0.4051495235165371
53,0.3422213617491458,0.4051495235165371
54,0.3422213617491458,0.4051495235165371
55,0.35765221764520017,0.4051495235165371
56,0.38338794698391176,0.4051495235165371
57,0.3806435701629109,0.4051495235165371
58,0.3806435701629109,0.4051495235165371
59,0.3731113139689207,0.4051495235165371
60,0.3731427843672042,0.4051495235165371
61,0.39087426134573106,0.4051495235165371
62,0.39087426134573106,0.4051495235165371
63,0.39087426134573106,0.4051495235165371
64,0.3813915085585561,0.4051495235165371
65,0.4122758147212959,0.4122758147212959
66,0.4122758147212959,0.4122758147212959
67,0.4090965938407177,0.4122758147212959
68,0.4040861191343155,0.4122758147212959
69,0.4112770096387181,0.4122758147212959
70,0.4324443129960855,0.4324443129960855
71,0.44966760608323214,0.44966760608323214
72,0.37862336513707656,0.44966760608323214
73,0.37862336513707656,0.44966760608323214
74,0.37862336513707656,0.44966760608323214
75,0.37862336513707656,0.44966760608323214
76,0.3663308759500946,0.44966760608323214
77,0.3663308759500946,0.44966760608323214
78,0.3663308759500946,0.44966760608323214
79,0.3663308759500946,0.44966760608323214
80,0.3663308759500946,0.44966760608323214
81,0.3476216376882635,0.44966760608323214
82,0.34665449946674537,0.44966760608323214
83,0.34665449946674537,0.44966760608323214
84,0.35805306852902735,0.44966760608323214
85,0.35805306852902735,0.44966760608323214
86,0.3647508032230807,0.44966760608323214
87,0.3647508032230807,0.44966760608323214
88,0.3576973187713657,0.44966760608323214
89,0.3792177833526892,0.44966760608323214
90,0.3627011664217421,0.44966760608323214
91,0.3627011664217421,0.44966760608323214
92,0.3946610665591913,0.44966760608323214
93,0.3961586405159044,0.44966760608323214
94,0.3961586405159044,0.44966760608323214
95,0.39524280325595196,0.44966760608323214
96,0.39552767793616256,0.44966760608323214
97,0.39552767793616256,0.44966760608323214
98,0.39777294456259893,0.44966760608323214
99,0.3992974020793925,0.44966760608323214
100,0.4298128248096458,0.44966760608323214
101,0.4173346178655656,0.44966760608323214
102,0.38512791616421005,0.44966760608323214
103,0.38512791616421005,0.44966760608323214
104,0.37005720406293335,0.44966760608323214
105,0.40993856425470343,0.44966760608323214
106,0.4056249888194503,0.44966760608323214
107,0.4056249888194503,0.44966760608323214
108,0.4056249888194503,0.44966760608323214
109,0.37016268137533437,0.44966760608323214
110,0.37132435899135036,0.44966760608323214
