order_id,order_string,combination_key,trait_category,n_concepts,n_noise,n_clusters_occupied,dominant_n,dominant_cluster_ids,dominant_cluster_tie,dominant_share,non_noise_share,dominant_purity_min,dominant_purity_mean,dominant_purity_max,balanced_score
2,def>name>unit,name+def+unit,Pre-oviposition interval,21,5,2,12,18,FALSE,0.5714285714285714,0.7619047619047619,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5581395348837208
2,def>name>unit,name+def+unit,Survival proportion,24,8,2,11,13,FALSE,0.4583333333333333,0.6666666666666666,1,1,1,0.6285714285714286
3,def>unit>name,name+def+unit,Body mass / weight,41,6,3,21,6,FALSE,0.5121951219512195,0.8536585365853658,1,1,1,0.6774193548387097
3,def>unit>name,name+def+unit,Development rate,13,7,1,6,14,FALSE,0.46153846153846156,0.46153846153846156,0.0625,0.0625,0.0625,0.11009174311926606
3,def>unit>name,name+def+unit,Development time,25,7,1,18,14,FALSE,0.72,0.72,0.1875,0.1875,0.1875,0.2975206611570248
3,def>unit>name,name+def+unit,Egg incubation period,9,1,1,8,13,FALSE,0.8888888888888888,0.8888888888888888,1,1,1,0.9411764705882353
3,def>unit>name,name+def+unit,Egg-hatching success,13,5,1,8,9,FALSE,0.6153846153846154,0.6153846153846154,1,1,1,0.761904761904762
3,def>unit>name,name+def+unit,Fecundity,72,43,2,18,16,FALSE,0.25,0.4027777777777778,1,1,1,0.4
3,def>unit>name,name+def+unit,Linear morphometrics,15,3,1,12,4,FALSE,0.8,0.8,1,1,1,0.888888888888889
3,def>unit>name,name+def+unit,Longevity / lifespan,34,9,3,10,14,FALSE,0.29411764705882354,0.7352941176470589,0.10416666666666667,0.10416666666666667,0.10416666666666667,0.15384615384615385
3,def>unit>name,name+def+unit,Pre-oviposition interval,21,3,1,18,14,FALSE,0.8571428571428571,0.8571428571428571,0.1875,0.1875,0.1875,0.30769230769230765
3,def>unit>name,name+def+unit,Survival proportion,24,10,2,11,12,FALSE,0.4583333333333333,0.5833333333333334,1,1,1,0.6285714285714286
4,name>unit>def,name+def+unit,Body mass / weight,41,6,2,28,7,FALSE,0.6829268292682927,0.8536585365853658,1,1,1,0.8115942028985507
4,name>unit>def,name+def+unit,Development rate,13,7,1,6,19,FALSE,0.46153846153846156,0.46153846153846156,0.24,0.24,0.24,0.3157894736842105
4,name>unit>def,name+def+unit,Development time,25,6,1,19,19,FALSE,0.76,0.76,0.76,0.76,0.76,0.76
4,name>unit>def,name+def+unit,Egg incubation period,9,1,1,8,13,FALSE,0.8888888888888888,0.8888888888888888,1,1,1,0.9411764705882353
4,name>unit>def,name+def+unit,Egg-hatching success,13,1,1,12,11,FALSE,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231
4,name>unit>def,name+def+unit,Fecundity,72,5,1,67,5,FALSE,0.9305555555555556,0.9305555555555556,0.9852941176470589,0.9852941176470589,0.9852941176470589,0.9571428571428572
4,name>unit>def,name+def+unit,Linear morphometrics,15,4,1,11,4,FALSE,0.7333333333333333,0.7333333333333333,1,1,1,0.846153846153846
4,name>unit>def,name+def+unit,Longevity / lifespan,34,6,3,14,20,FALSE,0.4117647058823529,0.8235294117647058,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.5714285714285713
4,name>unit>def,name+def+unit,Pre-oviposition interval,21,1,1,20,17,FALSE,0.9523809523809523,0.9523809523809523,0.47619047619047616,0.47619047619047616,0.47619047619047616,0.634920634920635
4,name>unit>def,name+def+unit,Survival proportion,24,3,1,21,9,FALSE,0.875,0.875,0.8076923076923077,0.8076923076923077,0.8076923076923077,0.8400000000000001
5,unit>def>name,name+def+unit,Body mass / weight,41,0,1,41,0,FALSE,1,1,0.09761904761904762,0.09761904761904762,0.09761904761904762,0.17787418655097612
5,unit>def>name,name+def+unit,Development rate,13,0,1,13,0,FALSE,1,1,0.030952380952380953,0.030952380952380953,0.030952380952380953,0.060046189376443425
5,unit>def>name,name+def+unit,Development time,25,0,1,25,0,FALSE,1,1,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.11235955056179775
5,unit>def>name,name+def+unit,Egg incubation period,9,0,1,9,0,FALSE,1,1,0.02142857142857143,0.02142857142857143,0.02142857142857143,0.04195804195804196
5,unit>def>name,name+def+unit,Egg-hatching success,13,0,1,13,0,FALSE,1,1,0.030952380952380953,0.030952380952380953,0.030952380952380953,0.060046189376443425
5,unit>def>name,name+def+unit,Fecundity,72,0,1,72,0,FALSE,1,1,0.17142857142857143,0.17142857142857143,0.17142857142857143,0.2926829268292683
5,unit>def>name,name+def+unit,Linear morphometrics,15,0,1,15,0,FALSE,1,1,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.0689655172413793
5,unit>def>name,name+def+unit,Longevity / lifespan,34,0,1,34,0,FALSE,1,1,0.08095238095238096,0.08095238095238096,0.08095238095238096,0.1497797356828194
5,unit>def>name,name+def+unit,Pre-oviposition interval,21,0,1,21,0,FALSE,1,1,0.05,0.05,0.05,0.09523809523809523
5,unit>def>name,name+def+unit,Survival proportion,24,1,1,23,0,FALSE,0.9583333333333334,0.9583333333333334,0.05476190476190476,0.05476190476190476,0.05476190476190476,0.10360360360360361
6,unit>name>def,name+def+unit,Body mass / weight,41,9,2,25,7,FALSE,0.6097560975609756,0.7804878048780488,1,1,1,0.7575757575757575
6,unit>name>def,name+def+unit,Development rate,13,7,1,6,21,FALSE,0.46153846153846156,0.46153846153846156,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3870967741935484
6,unit>name>def,name+def+unit,Development time,25,12,2,12,21,FALSE,0.48,0.52,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5581395348837209
6,unit>name>def,name+def+unit,Egg incubation period,9,1,1,8,16,FALSE,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888
6,unit>name>def,name+def+unit,Egg-hatching success,13,1,1,12,13,FALSE,0.9230769230769231,0.9230769230769231,1,1,1,0.9600000000000001
6,unit>name>def,name+def+unit,Fecundity,72,8,1,64,10,FALSE,0.8888888888888888,0.8888888888888888,0.9846153846153847,0.9846153846153847,0.9846153846153847,0.9343065693430657
6,unit>name>def,name+def+unit,Linear morphometrics,15,2,1,13,4,FALSE,0.8666666666666667,0.8666666666666667,1,1,1,0.9285714285714286
6,unit>name>def,name+def+unit,Longevity / lifespan,34,14,3,9,15,FALSE,0.2647058823529412,0.5882352941176471,1,1,1,0.4186046511627907
6,unit>name>def,name+def+unit,Pre-oviposition interval,21,5,2,12,19,FALSE,0.5714285714285714,0.7619047619047619,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5581395348837208
6,unit>name>def,name+def+unit,Survival proportion,24,7,2,12,11,FALSE,0.5,0.7083333333333334,1,1,1,0.6666666666666666
7,class>def>phylum,def+class+phylum,Body mass / weight,41,13,4,10,5,FALSE,0.24390243902439024,0.6829268292682927,1,1,1,0.39215686274509803
7,class>def>phylum,def+class+phylum,Development rate,13,8,2,4,10,FALSE,0.3076923076923077,0.38461538461538464,0.4,0.4,0.4,0.34782608695652173
7,class>def>phylum,def+class+phylum,Development time,25,21,4,1,12;16;21;22,TRUE,0.04,0.16,0.07692307692307693,0.12161172161172161,0.16666666666666666,0.06019945602901179
7,class>def>phylum,def+class+phylum,Egg incubation period,9,7,1,2,16,FALSE,0.2222222222222222,0.2222222222222222,0.2,0.2,0.2,0.2105263157894737
7,class>def>phylum,def+class+phylum,Egg-hatching success,13,10,2,2,9,FALSE,0.15384615384615385,0.23076923076923078,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385
7,class>def>phylum,def+class+phylum,Fecundity,72,35,7,12,14,FALSE,0.16666666666666666,0.5138888888888888,1,1,1,0.2857142857142857
7,class>def>phylum,def+class+phylum,Linear morphometrics,15,8,1,7,4,FALSE,0.4666666666666667,0.4666666666666667,1,1,1,0.6363636363636364
7,class>def>phylum,def+class+phylum,Longevity / lifespan,34,22,5,5,20,FALSE,0.14705882352941177,0.35294117647058826,1,1,1,0.25641025641025644
7,class>def>phylum,def+class+phylum,Pre-oviposition interval,21,9,6,4,12,FALSE,0.19047619047619047,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.2857142857142857
7,class>def>phylum,def+class+phylum,Survival proportion,24,6,2,12,6,FALSE,0.5,0.75,0.8,0.8,0.8,0.6153846153846154
8,class>phylum>def,def+class+phylum,Body mass / weight,41,8,4,16,15,FALSE,0.3902439024390244,0.8048780487804879,0.5517241379310345,0.5517241379310345,0.5517241379310345,0.4571428571428572
8,class>phylum>def,def+class+phylum,Development rate,13,8,2,4,16,FALSE,0.3076923076923077,0.38461538461538464,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.3636363636363637
8,class>phylum>def,def+class+phylum,Development time,25,20,5,1,18;19;20;22;23,TRUE,0.04,0.2,0.07142857142857142,0.12603896103896103,0.2,0.060727414939382086
8,class>phylum>def,def+class+phylum,Egg incubation period,9,6,1,3,19,FALSE,0.3333333333333333,0.3333333333333333,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.3
8,class>phylum>def,def+class+phylum,Egg-hatching success,13,7,2,4,8,FALSE,0.3076923076923077,0.46153846153846156,0.8,0.8,0.8,0.4444444444444444
8,class>phylum>def,def+class+phylum,Fecundity,72,38,7,11,12,FALSE,0.1527777777777778,0.4722222222222222,1,1,1,0.26506024096385544
8,class>phylum>def,def+class+phylum,Linear morphometrics,15,7,2,6,4,FALSE,0.4,0.5333333333333333,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.5454545454545455
8,class>phylum>def,def+class+phylum,Longevity / lifespan,34,25,6,4,17,FALSE,0.11764705882352941,0.2647058823529412,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.2
8,class>phylum>def,def+class+phylum,Pre-oviposition interval,21,11,6,4,20,FALSE,0.19047619047619047,0.47619047619047616,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.2857142857142857
8,class>phylum>def,def+class+phylum,Survival proportion,24,6,2,12,7,FALSE,0.5,0.75,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.6486486486486487
9,def>class>phylum,def+class+phylum,Body mass / weight,41,13,4,11,7,FALSE,0.2682926829268293,0.6829268292682927,1,1,1,0.4230769230769231
9,def>class>phylum,def+class+phylum,Development rate,13,8,2,4,9,FALSE,0.3076923076923077,0.38461538461538464,0.5,0.5,0.5,0.380952380952381
9,def>class>phylum,def+class+phylum,Development time,25,18,5,2,10;11,TRUE,0.08,0.28,0.045454545454545456,0.14772727272727273,0.25,0.10379241516966069
9,def>class>phylum,def+class+phylum,Egg incubation period,9,3,1,6,11,FALSE,0.6666666666666666,0.6666666666666666,0.13636363636363635,0.13636363636363635,0.13636363636363635,0.22641509433962262
9,def>class>phylum,def+class+phylum,Egg-hatching success,13,6,3,4,3,FALSE,0.3076923076923077,0.5384615384615384,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.42105263157894735
9,def>class>phylum,def+class+phylum,Fecundity,72,33,7,15,14,FALSE,0.20833333333333334,0.5416666666666666,1,1,1,0.3448275862068966
9,def>class>phylum,def+class+phylum,Linear morphometrics,15,15,0,0,NA,FALSE,0,0,NA,NA,NA,0
9,def>class>phylum,def+class+phylum,Longevity / lifespan,34,20,5,9,11,FALSE,0.2647058823529412,0.4117647058823529,0.20454545454545456,0.20454545454545456,0.20454545454545456,0.23076923076923078
9,def>class>phylum,def+class+phylum,Pre-oviposition interval,21,9,5,4,10;11,TRUE,0.19047619047619047,0.5714285714285714,0.09090909090909091,0.29545454545454547,0.5,0.2316258351893096
9,def>class>phylum,def+class+phylum,Survival proportion,24,8,3,10,6,FALSE,0.4166666666666667,0.6666666666666666,1,1,1,0.5882352941176471
10,def>phylum>class,def+class+phylum,Body mass / weight,41,13,3,11,2,FALSE,0.2682926829268293,0.6829268292682927,1,1,1,0.4230769230769231
10,def>phylum>class,def+class+phylum,Development rate,13,8,2,4,7,FALSE,0.3076923076923077,0.38461538461538464,0.5,0.5,0.5,0.380952380952381
10,def>phylum>class,def+class+phylum,Development time,25,21,4,1,12;13;16;17,TRUE,0.04,0.16,0.07692307692307693,0.10892232767232768,0.14285714285714285,0.05851228858683347
10,def>phylum>class,def+class+phylum,Egg incubation period,9,4,1,5,13,FALSE,0.5555555555555556,0.5555555555555556,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.4545454545454546
10,def>phylum>class,def+class+phylum,Egg-hatching success,13,10,2,2,4,FALSE,0.15384615384615385,0.23076923076923078,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16
10,def>phylum>class,def+class+phylum,Fecundity,72,28,6,17,10,FALSE,0.2361111111111111,0.6111111111111112,1,1,1,0.38202247191011235
10,def>phylum>class,def+class+phylum,Linear morphometrics,15,15,0,0,NA,FALSE,0,0,NA,NA,NA,0
10,def>phylum>class,def+class+phylum,Longevity / lifespan,34,21,5,8,11,FALSE,0.23529411764705882,0.38235294117647056,1,1,1,0.38095238095238093
10,def>phylum>class,def+class+phylum,Pre-oviposition interval,21,10,6,4,12,FALSE,0.19047619047619047,0.5238095238095238,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.2857142857142857
10,def>phylum>class,def+class+phylum,Survival proportion,24,8,3,10,5,FALSE,0.4166666666666667,0.6666666666666666,1,1,1,0.5882352941176471
11,phylum>class>def,def+class+phylum,Body mass / weight,41,13,4,10,6,FALSE,0.24390243902439024,0.6829268292682927,1,1,1,0.39215686274509803
11,phylum>class>def,def+class+phylum,Development rate,13,8,2,4,10,FALSE,0.3076923076923077,0.38461538461538464,0.5,0.5,0.5,0.380952380952381
11,phylum>class>def,def+class+phylum,Development time,25,21,4,1,18;20;21;22,TRUE,0.04,0.16,0.09090909090909091,0.11837121212121213,0.16666666666666666,0.0597943075819182
11,phylum>class>def,def+class+phylum,Egg incubation period,9,5,1,4,18,FALSE,0.4444444444444444,0.4444444444444444,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.39999999999999997
11,phylum>class>def,def+class+phylum,Egg-hatching success,13,10,2,2,9,FALSE,0.15384615384615385,0.23076923076923078,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14814814814814817
11,phylum>class>def,def+class+phylum,Fecundity,72,40,6,12,11,FALSE,0.16666666666666666,0.4444444444444444,1,1,1,0.2857142857142857
11,phylum>class>def,def+class+phylum,Linear morphometrics,15,7,2,6,7,FALSE,0.4,0.5333333333333333,1,1,1,0.5714285714285715
11,phylum>class>def,def+class+phylum,Longevity / lifespan,34,27,6,2,22,FALSE,0.058823529411764705,0.20588235294117646,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.08888888888888888
11,phylum>class>def,def+class+phylum,Pre-oviposition interval,21,11,6,4,20,FALSE,0.19047619047619047,0.47619047619047616,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.2962962962962963
11,phylum>class>def,def+class+phylum,Survival proportion,24,5,2,12,5,FALSE,0.5,0.7916666666666666,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.6486486486486487
12,phylum>def>class,def+class+phylum,Body mass / weight,41,11,3,13,14,FALSE,0.3170731707317073,0.7317073170731707,0.5,0.5,0.5,0.38805970149253727
12,phylum>def>class,def+class+phylum,Development rate,13,8,2,4,12,FALSE,0.3076923076923077,0.38461538461538464,0.5,0.5,0.5,0.380952380952381
12,phylum>def>class,def+class+phylum,Development time,25,20,5,1,13;15;16;20;21,TRUE,0.04,0.2,0.043478260869565216,0.10267112114938201,0.14285714285714285,0.05757079376526746
12,phylum>def>class,def+class+phylum,Egg incubation period,9,6,1,3,15,FALSE,0.3333333333333333,0.3333333333333333,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.3
12,phylum>def>class,def+class+phylum,Egg-hatching success,13,10,2,2,8,FALSE,0.15384615384615385,0.23076923076923078,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14814814814814817
12,phylum>def>class,def+class+phylum,Fecundity,72,38,8,12,17,FALSE,0.16666666666666666,0.4722222222222222,1,1,1,0.2857142857142857
12,phylum>def>class,def+class+phylum,Linear morphometrics,15,6,2,7,7,FALSE,0.4666666666666667,0.6,1,1,1,0.6363636363636364
12,phylum>def>class,def+class+phylum,Longevity / lifespan,34,16,6,7,13,FALSE,0.20588235294117646,0.5294117647058824,0.30434782608695654,0.30434782608695654,0.30434782608695654,0.2456140350877193
12,phylum>def>class,def+class+phylum,Pre-oviposition interval,21,11,6,4,16,FALSE,0.19047619047619047,0.47619047619047616,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.2857142857142857
12,phylum>def>class,def+class+phylum,Survival proportion,24,5,2,12,4,FALSE,0.5,0.7916666666666666,0.8,0.8,0.8,0.6153846153846154
13,class>def>family,def+family+class,Body mass / weight,41,2,4,21,11,FALSE,0.5121951219512195,0.9512195121951219,0.4117647058823529,0.4117647058823529,0.4117647058823529,0.4565217391304348
13,class>def>family,def+family+class,Development rate,13,10,2,2,15,FALSE,0.15384615384615385,0.23076923076923078,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21052631578947367
13,class>def>family,def+family+class,Development time,25,17,5,3,13,FALSE,0.12,0.32,0.125,0.125,0.125,0.12244897959183673
13,class>def>family,def+family+class,Egg incubation period,9,6,1,3,16,FALSE,0.3333333333333333,0.3333333333333333,0.375,0.375,0.375,0.35294117647058826
13,class>def>family,def+family+class,Egg-hatching success,13,7,3,4,8,FALSE,0.3076923076923077,0.46153846153846156,0.8,0.8,0.8,0.4444444444444444
13,class>def>family,def+family+class,Fecundity,72,27,8,11,11,FALSE,0.1527777777777778,0.625,0.21568627450980393,0.21568627450980393,0.21568627450980393,0.1788617886178862
13,class>def>family,def+family+class,Linear morphometrics,15,10,2,4,11,FALSE,0.26666666666666666,0.3333333333333333,0.0784313725490196,0.0784313725490196,0.0784313725490196,0.1212121212121212
13,class>def>family,def+family+class,Longevity / lifespan,34,11,8,8,13,FALSE,0.23529411764705882,0.6764705882352942,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.27586206896551724
13,class>def>family,def+family+class,Pre-oviposition interval,21,12,5,4,22,FALSE,0.19047619047619047,0.42857142857142855,0.5,0.5,0.5,0.27586206896551724
13,class>def>family,def+family+class,Survival proportion,24,6,3,14,5,FALSE,0.5833333333333334,0.75,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.7179487179487181
14,class>family>def,def+family+class,Body mass / weight,41,2,4,21,8,FALSE,0.5121951219512195,0.9512195121951219,0.40384615384615385,0.40384615384615385,0.40384615384615385,0.45161290322580644
14,class>family>def,def+family+class,Development rate,13,10,2,2,15,FALSE,0.15384615384615385,0.23076923076923078,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21052631578947367
14,class>family>def,def+family+class,Development time,25,16,5,4,13,FALSE,0.16,0.36,0.125,0.125,0.125,0.14035087719298245
14,class>family>def,def+family+class,Egg incubation period,9,4,1,5,13,FALSE,0.5555555555555556,0.5555555555555556,0.15625,0.15625,0.15625,0.24390243902439024
14,class>family>def,def+family+class,Egg-hatching success,13,7,3,4,9,FALSE,0.3076923076923077,0.46153846153846156,0.8,0.8,0.8,0.4444444444444444
14,class>family>def,def+family+class,Fecundity,72,30,7,11,8,FALSE,0.1527777777777778,0.5833333333333334,0.21153846153846154,0.21153846153846154,0.21153846153846154,0.1774193548387097
14,class>family>def,def+family+class,Linear morphometrics,15,10,2,4,8,FALSE,0.26666666666666666,0.3333333333333333,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.11940298507462686
14,class>family>def,def+family+class,Longevity / lifespan,34,12,7,7,12,FALSE,0.20588235294117646,0.6470588235294118,0.7,0.7,0.7,0.3181818181818182
14,class>family>def,def+family+class,Pre-oviposition interval,21,10,5,5,13,FALSE,0.23809523809523808,0.5238095238095238,0.15625,0.15625,0.15625,0.18867924528301888
14,class>family>def,def+family+class,Survival proportion,24,5,4,13,6,FALSE,0.5416666666666666,0.7916666666666666,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.6842105263157894
15,def>class>family,def+family+class,Body mass / weight,41,8,3,16,8,FALSE,0.3902439024390244,0.8048780487804879,0.43243243243243246,0.43243243243243246,0.43243243243243246,0.4102564102564103
15,def>class>family,def+family+class,Development rate,13,7,2,4,9,FALSE,0.3076923076923077,0.46153846153846156,0.5,0.5,0.5,0.380952380952381
15,def>class>family,def+family+class,Development time,25,13,3,5,10;13,TRUE,0.2,0.48,0.10416666666666667,0.1482371794871795,0.19230769230769232,0.1702715140358951
15,def>class>family,def+family+class,Egg incubation period,9,1,1,8,13,FALSE,0.8888888888888888,0.8888888888888888,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.2807017543859649
15,def>class>family,def+family+class,Egg-hatching success,13,10,2,2,5,FALSE,0.15384615384615385,0.23076923076923078,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.18181818181818185
15,def>class>family,def+family+class,Fecundity,72,41,6,11,15,FALSE,0.1527777777777778,0.4305555555555556,1,1,1,0.26506024096385544
15,def>class>family,def+family+class,Linear morphometrics,15,15,0,0,NA,FALSE,0,0,NA,NA,NA,0
15,def>class>family,def+family+class,Longevity / lifespan,34,10,7,9,13,FALSE,0.2647058823529412,0.7058823529411765,0.1875,0.1875,0.1875,0.21951219512195125
15,def>class>family,def+family+class,Pre-oviposition interval,21,9,5,4,11;13,TRUE,0.19047619047619047,0.5714285714285714,0.08333333333333333,0.26388888888888884,0.4444444444444444,0.2212518195050946
15,def>class>family,def+family+class,Survival proportion,24,10,3,10,4,FALSE,0.4166666666666667,0.5833333333333334,1,1,1,0.5882352941176471
16,def>family>class,def+family+class,Body mass / weight,41,5,3,20,7,FALSE,0.4878048780487805,0.8780487804878049,0.4878048780487805,0.4878048780487805,0.4878048780487805,0.4878048780487805
16,def>family>class,def+family+class,Development rate,13,7,2,4,9,FALSE,0.3076923076923077,0.46153846153846156,0.5,0.5,0.5,0.380952380952381
16,def>family>class,def+family+class,Development time,25,15,4,5,10,FALSE,0.2,0.4,0.18518518518518517,0.18518518518518517,0.18518518518518517,0.1923076923076923
16,def>family>class,def+family+class,Egg incubation period,9,4,1,5,15,FALSE,0.5555555555555556,0.5555555555555556,0.17857142857142858,0.17857142857142858,0.17857142857142858,0.2702702702702703
16,def>family>class,def+family+class,Egg-hatching success,13,10,3,1,5;6;10,TRUE,0.07692307692307693,0.23076923076923078,0.037037037037037035,0.08774250440917107,0.14285714285714285,0.08197734294541709
16,def>family>class,def+family+class,Fecundity,72,45,5,9,7;14,TRUE,0.125,0.375,0.21951219512195122,0.6097560975609756,1,0.2074688796680498
16,def>family>class,def+family+class,Linear morphometrics,15,10,1,5,2,FALSE,0.3333333333333333,0.3333333333333333,1,1,1,0.5
16,def>family>class,def+family+class,Longevity / lifespan,34,10,6,9,16,FALSE,0.2647058823529412,0.7058823529411765,0.75,0.75,0.75,0.39130434782608703
16,def>family>class,def+family+class,Pre-oviposition interval,21,9,5,4,11;15,TRUE,0.19047619047619047,0.5714285714285714,0.14285714285714285,0.3214285714285714,0.5,0.23920265780730895
16,def>family>class,def+family+class,Survival proportion,24,10,3,11,5,FALSE,0.4583333333333333,0.5833333333333334,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.611111111111111
17,family>class>def,def+family+class,Body mass / weight,41,4,4,19,9,FALSE,0.4634146341463415,0.9024390243902439,0.3958333333333333,0.3958333333333333,0.3958333333333333,0.42696629213483145
17,family>class>def,def+family+class,Development rate,13,9,3,2,15,FALSE,0.15384615384615385,0.3076923076923077,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21052631578947367
17,family>class>def,def+family+class,Development time,25,15,5,5,14,FALSE,0.2,0.4,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.16666666666666666
17,family>class>def,def+family+class,Egg incubation period,9,4,1,5,14,FALSE,0.5555555555555556,0.5555555555555556,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.22727272727272727
17,family>class>def,def+family+class,Egg-hatching success,13,10,3,1,5;10;21,TRUE,0.07692307692307693,0.23076923076923078,0.0625,0.08630952380952381,0.125,0.08134642356241235
17,family>class>def,def+family+class,Fecundity,72,30,7,11,9,FALSE,0.1527777777777778,0.5833333333333334,0.22916666666666666,0.22916666666666666,0.22916666666666666,0.18333333333333335
17,family>class>def,def+family+class,Linear morphometrics,15,7,3,4,9,FALSE,0.26666666666666666,0.5333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.12698412698412698
17,family>class>def,def+family+class,Longevity / lifespan,34,10,8,8,12,FALSE,0.23529411764705882,0.7058823529411765,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.3555555555555555
